feature,chi2,p,n_target,n_reference
mousetrap,0.8880117810943017,0.346016665619558,1,0
moustached,0.8880117810943017,0.346016665619558,1,0
mouth-opening,0.8880117810943017,0.346016665619558,1,0
mouth-watering,0.8880117810943017,0.346016665619558,1,0
moved-and,0.8880117810943017,0.346016665619558,1,0
movers,0.8880117810943017,0.346016665619558,1,0
movie-lover,0.8880117810943017,0.346016665619558,1,0
movie-maker,0.8880117810943017,0.346016665619558,1,0
movie-of-the-week,0.8880117810943017,0.346016665619558,1,0
movie-watchers,0.8880117810943017,0.346016665619558,1,0
moviehouses,0.8880117810943017,0.346016665619558,1,0
moviemaker,0.8880117810943017,0.346016665619558,1,0
mowing,0.8880117810943017,0.346016665619558,1,0
mozambique,0.8880117810943017,0.346016665619558,1,0
mph,0.8880117810943017,0.346016665619558,1,0
mppa,0.8880117810943017,0.346016665619558,1,0
mtv-generation,0.8880117810943017,0.346016665619558,1,0
mtv-type,0.8880117810943017,0.346016665619558,1,0
mu-mu,0.8880117810943017,0.346016665619558,1,0
mu5t,0.8880117810943017,0.346016665619558,1,0
much-admired,0.8880117810943017,0.346016665619558,1,0
much-heralded,0.8880117810943017,0.346016665619558,1,0
much-larger,0.8880117810943017,0.346016665619558,1,0
much-shrouded-in-secrecy,0.8880117810943017,0.346016665619558,1,0
much-welcome,0.8880117810943017,0.346016665619558,1,0
much_,0.8880117810943017,0.346016665619558,1,0
mudslides,0.8880117810943017,0.346016665619558,1,0
mufasa,0.8880117810943017,0.346016665619558,1,0
muffin,0.8880117810943017,0.346016665619558,1,0
muffs,0.8880117810943017,0.346016665619558,1,0
mulling,0.8880117810943017,0.346016665619558,1,0
mulqueen's,0.8880117810943017,0.346016665619558,1,0
multi-billionare,0.8880117810943017,0.346016665619558,1,0
multi-character,0.8880117810943017,0.346016665619558,1,0
multi-dimensions,0.8880117810943017,0.346016665619558,1,0
multi-form,0.8880117810943017,0.346016665619558,1,0
multi-level-marketing,0.8880117810943017,0.346016665619558,1,0
multi-line,0.8880117810943017,0.346016665619558,1,0
multi-personality,0.8880117810943017,0.346016665619558,1,0
multi-plot,0.8880117810943017,0.346016665619558,1,0
multi-purpose,0.8880117810943017,0.346016665619558,1,0
multi-talented,0.8880117810943017,0.346016665619558,1,0
multidimensionality,0.8880117810943017,0.346016665619558,1,0
multihued,0.8880117810943017,0.346016665619558,1,0
multimillion-dollar,0.8880117810943017,0.346016665619558,1,0
multinational,0.8880117810943017,0.346016665619558,1,0
multiplots,0.8880117810943017,0.346016665619558,1,0
multiplying,0.8880117810943017,0.346016665619558,1,0
multiracial,0.8880117810943017,0.346016665619558,1,0
mummified,0.8880117810943017,0.346016665619558,1,0
munch-esque,0.8880117810943017,0.346016665619558,1,0
munchings,0.8880117810943017,0.346016665619558,1,0
muncie,0.8880117810943017,0.346016665619558,1,0
munster,0.8880117810943017,0.346016665619558,1,0
munundated,0.8880117810943017,0.346016665619558,1,0
munundating,0.8880117810943017,0.346016665619558,1,0
murawski,0.8880117810943017,0.346016665619558,1,0
murch,0.8880117810943017,0.346016665619558,1,0
murderer's,0.8880117810943017,0.346016665619558,1,0
murderer-in-training,0.8880117810943017,0.346016665619558,1,0
murderer-on-the-loose,0.8880117810943017,0.346016665619558,1,0
murderess,0.8880117810943017,0.346016665619558,1,0
murdoch's,0.8880117810943017,0.346016665619558,1,0
murdoch-esque,0.8880117810943017,0.346016665619558,1,0
murkily,0.8880117810943017,0.346016665619558,1,0
murmuring,0.8880117810943017,0.346016665619558,1,0
murnau,0.8880117810943017,0.346016665619558,1,0
murrieta,0.8880117810943017,0.346016665619558,1,0
murron,0.8880117810943017,0.346016665619558,1,0
murron's,0.8880117810943017,0.346016665619558,1,0
muscat,0.8880117810943017,0.346016665619558,1,0
museums,0.8880117810943017,0.346016665619558,1,0
musicologist,0.8880117810943017,0.346016665619558,1,0
musker,0.8880117810943017,0.346016665619558,1,0
musn't,0.8880117810943017,0.346016665619558,1,0
mussenden,0.8880117810943017,0.346016665619558,1,0
must-sees,0.8880117810943017,0.346016665619558,1,0
mustafa,0.8880117810943017,0.346016665619558,1,0
musters,0.8880117810943017,0.346016665619558,1,0
musty,0.8880117810943017,0.346016665619558,1,0
mutes,0.8880117810943017,0.346016665619558,1,0
muth,0.8880117810943017,0.346016665619558,1,0
mutinies,0.8880117810943017,0.346016665619558,1,0
mutiny,0.8880117810943017,0.346016665619558,1,0
mutton-chop,0.8880117810943017,0.346016665619558,1,0
myagi,0.8880117810943017,0.346016665619558,1,0
myrick,0.8880117810943017,0.346016665619558,1,0
myrlie,0.8880117810943017,0.346016665619558,1,0
myserious,0.8880117810943017,0.346016665619558,1,0
mysterioso,0.8880117810943017,0.346016665619558,1,0
mystery-horror,0.8880117810943017,0.346016665619558,1,0
mystifying,0.8880117810943017,0.346016665619558,1,0
mystique,0.8880117810943017,0.346016665619558,1,0
n'bushe,0.8880117810943017,0.346016665619558,1,0
na-ture,0.8880117810943017,0.346016665619558,1,0
nabbed,0.8880117810943017,0.346016665619558,1,0
nabokov,0.8880117810943017,0.346016665619558,1,0
nabs,0.8880117810943017,0.346016665619558,1,0
nacho,0.8880117810943017,0.346016665619558,1,0
nadia's,0.8880117810943017,0.346016665619558,1,0
nagged,0.8880117810943017,0.346016665619558,1,0
nagle,0.8880117810943017,0.346016665619558,1,0
naidu,0.8880117810943017,0.346016665619558,1,0
naif,0.8880117810943017,0.346016665619558,1,0
naifeh,0.8880117810943017,0.346016665619558,1,0
nail-biting,0.8880117810943017,0.346016665619558,1,0
nail-bitingly,0.8880117810943017,0.346016665619558,1,0
nailbiter,0.8880117810943017,0.346016665619558,1,0
nails-tough,0.8880117810943017,0.346016665619558,1,0
nair's,0.8880117810943017,0.346016665619558,1,0
naivete,0.8880117810943017,0.346016665619558,1,0
naivety,0.8880117810943017,0.346016665619558,1,0
najimy,0.8880117810943017,0.346016665619558,1,0
nakedly,0.8880117810943017,0.346016665619558,1,0
nam,0.8880117810943017,0.346016665619558,1,0
nam-inspired,0.8880117810943017,0.346016665619558,1,0
name-recognition,0.8880117810943017,0.346016665619558,1,0
namesake's,0.8880117810943017,0.346016665619558,1,0
nan,0.8880117810943017,0.346016665619558,1,0
nandita,0.8880117810943017,0.346016665619558,1,0
nanook,0.8880117810943017,0.346016665619558,1,0
napalm,0.8880117810943017,0.346016665619558,1,0
napoleon,0.8880117810943017,0.346016665619558,1,0
naps,0.8880117810943017,0.346016665619558,1,0
narc,0.8880117810943017,0.346016665619558,1,0
narcoleptic,0.8880117810943017,0.346016665619558,1,0
narrations,0.8880117810943017,0.346016665619558,1,0
narrative's,0.8880117810943017,0.346016665619558,1,0
narrator's,0.8880117810943017,0.346016665619558,1,0
narrow-mindedness,0.8880117810943017,0.346016665619558,1,0
nascar,0.8880117810943017,0.346016665619558,1,0
naseeruddin,0.8880117810943017,0.346016665619558,1,0
nashel,0.8880117810943017,0.346016665619558,1,0
nasties,0.8880117810943017,0.346016665619558,1,0
nasty-tempered,0.8880117810943017,0.346016665619558,1,0
natassja,0.8880117810943017,0.346016665619558,1,0
nathanson,0.8880117810943017,0.346016665619558,1,0
nation-state,0.8880117810943017,0.346016665619558,1,0
nationalism,0.8880117810943017,0.346016665619558,1,0
nationally,0.8880117810943017,0.346016665619558,1,0
nationals,0.8880117810943017,0.346016665619558,1,0
nations-type,0.8880117810943017,0.346016665619558,1,0
native-born,0.8880117810943017,0.346016665619558,1,0
natural-born,0.8880117810943017,0.346016665619558,1,0
naturalist's,0.8880117810943017,0.346016665619558,1,0
naturalistically,0.8880117810943017,0.346016665619558,1,0
nay-sayers,0.8880117810943017,0.346016665619558,1,0
naysayers,0.8880117810943017,0.346016665619558,1,0
nazareth,0.8880117810943017,0.346016665619558,1,0
nazi-collaborating,0.8880117810943017,0.346016665619558,1,0
nazism,0.8880117810943017,0.346016665619558,1,0
nbk,0.8880117810943017,0.346016665619558,1,0
nc,0.8880117810943017,0.346016665619558,1,0
nc-17-rated,0.8880117810943017,0.346016665619558,1,0
nch,0.8880117810943017,0.346016665619558,1,0
neal's,0.8880117810943017,0.346016665619558,1,0
nealon,0.8880117810943017,0.346016665619558,1,0
near-by,0.8880117810943017,0.346016665619558,1,0
near-certain,0.8880117810943017,0.346016665619558,1,0
near-death,0.8880117810943017,0.346016665619558,1,0
near-eden-like,0.8880117810943017,0.346016665619558,1,0
near-final,0.8880117810943017,0.346016665619558,1,0
near-fully,0.8880117810943017,0.346016665619558,1,0
near-greatness,0.8880117810943017,0.346016665619558,1,0
near-impossibility,0.8880117810943017,0.346016665619558,1,0
near-masterpiece,0.8880117810943017,0.346016665619558,1,0
near-perfection,0.8880117810943017,0.346016665619558,1,0
near-revolutionary,0.8880117810943017,0.346016665619558,1,0
near-ruin,0.8880117810943017,0.346016665619558,1,0
near-sweetness,0.8880117810943017,0.346016665619558,1,0
near-uproar,0.8880117810943017,0.346016665619558,1,0
nearer,0.8880117810943017,0.346016665619558,1,0
nearly-brain,0.8880117810943017,0.346016665619558,1,0
nearly-farsical,0.8880117810943017,0.346016665619558,1,0
nearly-perfect,0.8880117810943017,0.346016665619558,1,0
neary's,0.8880117810943017,0.346016665619558,1,0
neck-brace,0.8880117810943017,0.346016665619558,1,0
necklace's,0.8880117810943017,0.346016665619558,1,0
necronomicon,0.8880117810943017,0.346016665619558,1,0
needful,0.8880117810943017,0.346016665619558,1,0
needfully,0.8880117810943017,0.346016665619558,1,0
needle-jabbing,0.8880117810943017,0.346016665619558,1,0
needn,0.8880117810943017,0.346016665619558,1,0
negating,0.8880117810943017,0.346016665619558,1,0
negin,0.8880117810943017,0.346016665619558,1,0
negin's,0.8880117810943017,0.346016665619558,1,0
negligent,0.8880117810943017,0.346016665619558,1,0
negotiable,0.8880117810943017,0.346016665619558,1,0
negotiators,0.8880117810943017,0.346016665619558,1,0
neidermeyer,0.8880117810943017,0.346016665619558,1,0
neigbors,0.8880117810943017,0.346016665619558,1,0
neighbours,0.8880117810943017,0.346016665619558,1,0
neighing,0.8880117810943017,0.346016665619558,1,0
nen,0.8880117810943017,0.346016665619558,1,0
nenette,0.8880117810943017,0.346016665619558,1,0
neo-classic,0.8880117810943017,0.346016665619558,1,0
neo-feminist,0.8880117810943017,0.346016665619558,1,0
neo-gothic,0.8880117810943017,0.346016665619558,1,0
neo-nazi-dom,0.8880117810943017,0.346016665619558,1,0
neo-noirs,0.8880117810943017,0.346016665619558,1,0
nephews,0.8880117810943017,0.346016665619558,1,0
nepotist's,0.8880117810943017,0.346016665619558,1,0
nerdiest,0.8880117810943017,0.346016665619558,1,0
neri,0.8880117810943017,0.346016665619558,1,0
nerve-shattering,0.8880117810943017,0.346016665619558,1,0
nerve-wracking,0.8880117810943017,0.346016665619558,1,0
nestled,0.8880117810943017,0.346016665619558,1,0
network-affiliate,0.8880117810943017,0.346016665619558,1,0
neumann,0.8880117810943017,0.346016665619558,1,0
neurologist,0.8880117810943017,0.346016665619558,1,0
neurotic-looking,0.8880117810943017,0.346016665619558,1,0
neurotically-charged,0.8880117810943017,0.346016665619558,1,0
neutral-coloured,0.8880117810943017,0.346016665619558,1,0
neutrality,0.8880117810943017,0.346016665619558,1,0
neutralize,0.8880117810943017,0.346016665619558,1,0
neuve,0.8880117810943017,0.346016665619558,1,0
neuwirth's,0.8880117810943017,0.346016665619558,1,0
never-seen,0.8880117810943017,0.346016665619558,1,0
nevers,0.8880117810943017,0.346016665619558,1,0
neville,0.8880117810943017,0.346016665619558,1,0
new-found,0.8880117810943017,0.346016665619558,1,0
newbies,0.8880117810943017,0.346016665619558,1,0
newbigin,0.8880117810943017,0.346016665619558,1,0
newland,0.8880117810943017,0.346016665619558,1,0
newly-acquired,0.8880117810943017,0.346016665619558,1,0
newly-assigned,0.8880117810943017,0.346016665619558,1,0
newly-born,0.8880117810943017,0.346016665619558,1,0
newly-broken,0.8880117810943017,0.346016665619558,1,0
newly-freed,0.8880117810943017,0.346016665619558,1,0
newly-jarred,0.8880117810943017,0.346016665619558,1,0
newly-reunited,0.8880117810943017,0.346016665619558,1,0
newport,0.8880117810943017,0.346016665619558,1,0
newsradio's,0.8880117810943017,0.346016665619558,1,0
newt's,0.8880117810943017,0.346016665619558,1,0
newton's,0.8880117810943017,0.346016665619558,1,0
newton-john's,0.8880117810943017,0.346016665619558,1,0
newtons,0.8880117810943017,0.346016665619558,1,0
nfeatured,0.8880117810943017,0.346016665619558,1,0
ngo,0.8880117810943017,0.346016665619558,1,0
ngoc,0.8880117810943017,0.346016665619558,1,0
nguyen,0.8880117810943017,0.346016665619558,1,0
nhu,0.8880117810943017,0.346016665619558,1,0
nice-looking,0.8880117810943017,0.346016665619558,1,0
nicely-titled,0.8880117810943017,0.346016665619558,1,0
nicely-understated,0.8880117810943017,0.346016665619558,1,0
niceness,0.8880117810943017,0.346016665619558,1,0
nicjolson,0.8880117810943017,0.346016665619558,1,0
nicola,0.8880117810943017,0.346016665619558,1,0
nicolet's,0.8880117810943017,0.346016665619558,1,0
nicolette,0.8880117810943017,0.346016665619558,1,0
nicolodi,0.8880117810943017,0.346016665619558,1,0
nieces,0.8880117810943017,0.346016665619558,1,0
nielsen-boosting,0.8880117810943017,0.346016665619558,1,0
nietzsche's,0.8880117810943017,0.346016665619558,1,0
niflheim,0.8880117810943017,0.346016665619558,1,0
niftiest,0.8880117810943017,0.346016665619558,1,0
nigeria,0.8880117810943017,0.346016665619558,1,0
niggles,0.8880117810943017,0.346016665619558,1,0
night-club,0.8880117810943017,0.346016665619558,1,0
night-journey,0.8880117810943017,0.346016665619558,1,0
night-sky,0.8880117810943017,0.346016665619558,1,0
night-time,0.8880117810943017,0.346016665619558,1,0
nighthawks,0.8880117810943017,0.346016665619558,1,0
nightmarishly,0.8880117810943017,0.346016665619558,1,0
nights_,0.8880117810943017,0.346016665619558,1,0
nigra,0.8880117810943017,0.346016665619558,1,0
nihgt,0.8880117810943017,0.346016665619558,1,0
nihilism,0.8880117810943017,0.346016665619558,1,0
nimbly,0.8880117810943017,0.346016665619558,1,0
nine-episode,0.8880117810943017,0.346016665619558,1,0
nine-month-old,0.8880117810943017,0.346016665619558,1,0
nine-tenths,0.8880117810943017,0.346016665619558,1,0
nineteen-eighties,0.8880117810943017,0.346016665619558,1,0
ninety-minute,0.8880117810943017,0.346016665619558,1,0
ninjaman,0.8880117810943017,0.346016665619558,1,0
ninny,0.8880117810943017,0.346016665619558,1,0
nit-picking,0.8880117810943017,0.346016665619558,1,0
nita,0.8880117810943017,0.346016665619558,1,0
nitpicked,0.8880117810943017,0.346016665619558,1,0
nitpickers,0.8880117810943017,0.346016665619558,1,0
nitpicks,0.8880117810943017,0.346016665619558,1,0
nits,0.8880117810943017,0.346016665619558,1,0
no-dialog,0.8880117810943017,0.346016665619558,1,0
no-good,0.8880117810943017,0.346016665619558,1,0
no-goodniks,0.8880117810943017,0.346016665619558,1,0
no-holds,0.8880117810943017,0.346016665619558,1,0
no-nudity,0.8880117810943017,0.346016665619558,1,0
no-show,0.8880117810943017,0.346016665619558,1,0
no-thought,0.8880117810943017,0.346016665619558,1,0
no-win,0.8880117810943017,0.346016665619558,1,0
nobler,0.8880117810943017,0.346016665619558,1,0
nobles,0.8880117810943017,0.346016665619558,1,0
noblewoman,0.8880117810943017,0.346016665619558,1,0
nobly,0.8880117810943017,0.346016665619558,1,0
noboyd,0.8880117810943017,0.346016665619558,1,0
noctis,0.8880117810943017,0.346016665619558,1,0
noiresque,0.8880117810943017,0.346016665619558,1,0
noisily,0.8880117810943017,0.346016665619558,1,0
nolan's,0.8880117810943017,0.346016665619558,1,0
nolstalgic,0.8880117810943017,0.346016665619558,1,0
nominally,0.8880117810943017,0.346016665619558,1,0
non-british,0.8880117810943017,0.346016665619558,1,0
non-clinton,0.8880117810943017,0.346016665619558,1,0
non-comedic,0.8880117810943017,0.346016665619558,1,0
non-committal,0.8880117810943017,0.346016665619558,1,0
non-communicative,0.8880117810943017,0.346016665619558,1,0
non-cynics,0.8880117810943017,0.346016665619558,1,0
non-david,0.8880117810943017,0.346016665619558,1,0
non-disney,0.8880117810943017,0.346016665619558,1,0
non-drinking,0.8880117810943017,0.346016665619558,1,0
non-exploitative,0.8880117810943017,0.346016665619558,1,0
non-fictional,0.8880117810943017,0.346016665619558,1,0
non-glamorous,0.8880117810943017,0.346016665619558,1,0
non-goateed,0.8880117810943017,0.346016665619558,1,0
non-issue,0.8880117810943017,0.346016665619558,1,0
non-judgemental,0.8880117810943017,0.346016665619558,1,0
non-literal,0.8880117810943017,0.346016665619558,1,0
non-matinee,0.8880117810943017,0.346016665619558,1,0
non-memorable,0.8880117810943017,0.346016665619558,1,0
non-nudity,0.8880117810943017,0.346016665619558,1,0
non-offensive,0.8880117810943017,0.346016665619558,1,0
non-pc,0.8880117810943017,0.346016665619558,1,0
non-professional,0.8880117810943017,0.346016665619558,1,0
non-questioning,0.8880117810943017,0.346016665619558,1,0
non-related,0.8880117810943017,0.346016665619558,1,0
non-religious,0.8880117810943017,0.346016665619558,1,0
non-roles,0.8880117810943017,0.346016665619558,1,0
non-romantic,0.8880117810943017,0.346016665619558,1,0
non-sexual,0.8880117810943017,0.346016665619558,1,0
non-sexual-yet-slightly-homoerotic,0.8880117810943017,0.346016665619558,1,0
non-stereotyped,0.8880117810943017,0.346016665619558,1,0
non-studio,0.8880117810943017,0.346016665619558,1,0
non-supermodel,0.8880117810943017,0.346016665619558,1,0
non-supernatural,0.8880117810943017,0.346016665619558,1,0
non-teen,0.8880117810943017,0.346016665619558,1,0
non-trekkies,0.8880117810943017,0.346016665619558,1,0
non-triple-x,0.8880117810943017,0.346016665619558,1,0
non-union,0.8880117810943017,0.346016665619558,1,0
non-wedlock,0.8880117810943017,0.346016665619558,1,0
